atom_type,importance_sum
C,4.738645553588867
CA,4.738645553588867
CB,4.811543941497803
CD,4.975554943084717
CD1,5.1395697593688965
CD2,5.303582191467285
CE,5.577638149261475
CE1,6.071784019470215
CE2,6.565967082977295
CE3,7.060146808624268
CG,7.529045104980469
CG1,7.909499168395996
CG2,8.289952278137207
CH2,8.670405387878418
CZ,9.024194717407227
CZ2,9.164657592773438
CZ3,9.305123329162598
O,9.445585250854492
OH,9.58604907989502
OD1,9.785923957824707
OD2,9.985801696777344
OE1,10.18567180633545
OE2,10.385543823242188
OG,10.231736183166504
OG1,10.033712387084961
N,9.835693359375
NE,9.63766860961914
NE1,9.419425010681152
NE2,9.19552230834961
ND1,8.971545219421387
ND2,8.747570037841797
NZ,8.721558570861816
NH1,8.794492721557617
NH2,8.867502212524414
SD,8.940437316894531
SG,8.972877502441406
UNKNOWN,8.972877502441406
