source,canonical_id,original_id,min_max_label,percentile_label,threshold_label,average_score,number_atoms,score_std
gnn_exp1,box2777,sdf_2-piezo-graph-5A/unlabeled/box2777-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9213402664661408,45,0.0557727555724047
gnn_exp2,box2777,sdf_2-piezo-graph-5A/unlabeled/box2777-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9319019365310668,45,0.0346547429434053
gnn_exp3,box2777,sdf_2-piezo-graph-5A/unlabeled/box2777-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9160576474666596,45,0.0764408801570112
gnn_exp4,box2777,sdf_2-piezo-graph-5A/unlabeled/box2777-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.93565811753273,45,0.0460382304984535
gnn_exp5,box2777,sdf_2-piezo-graph-5A/unlabeled/box2777-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8635047352313996,45,0.1100392472064447
gnn_exp1,box2778,sdf_2-piezo-graph-5A/unlabeled/box2778-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8795190191268921,47,0.0794627152498767
gnn_exp3,box2778,sdf_2-piezo-graph-5A/unlabeled/box2778-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8006018167734146,47,0.1381726622783365
gnn_exp4,box2778,sdf_2-piezo-graph-5A/unlabeled/box2778-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8730589485168457,47,0.088764077347151
gnn_exp5,box2778,sdf_2-piezo-graph-5A/unlabeled/box2778-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.795278742313385,47,0.1361071762983738
gat_exp1,box2779,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box2779-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.9201090335845948,38,0.0495918902301623
gat_exp2,box2779,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box2779-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.9235058963298798,38,0.0699229493519664
gat_exp3,box2779,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box2779-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.9605375075340272,38,0.023318029824497
gat_exp4,box2779,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box2779-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.9255362248420717,38,0.0508713057229005
gat_exp5,box2779,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box2779-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.95553142786026,38,0.0353519864191843
gat_exp1,box2780,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box2780-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.809233546257019,35,0.1047785681835586
gat_exp2,box2780,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box2780-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8692819011211396,35,0.0778964721000405
gat_exp3,box2780,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box2780-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.884688423871994,35,0.0483762394822962
gat_exp4,box2780,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box2780-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8276786434650422,35,0.1023995269065229
gat_exp5,box2780,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box2780-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8976886975765228,35,0.08111365236754
gnn_exp1,box279,sdf_2-piezo-graph-5A/unlabeled/box279.-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8085562199354172,45,0.1218976103312012
gnn_exp3,box279,sdf_2-piezo-graph-5A/unlabeled/box279.-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8413043349981308,45,0.1298423648688796
gnn_exp4,box279,sdf_2-piezo-graph-5A/unlabeled/box279.-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9048349010944366,45,0.0841867787044258
gnn_exp1,box2838,sdf_2-piezo-graph-5A/unlabeled/box2838-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8352536058425903,32,0.0959951761311195
gnn_exp2,box2838,sdf_2-piezo-graph-5A/unlabeled/box2838-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8481433749198913,32,0.0995361429012234
gnn_exp3,box2838,sdf_2-piezo-graph-5A/unlabeled/box2838-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9185445094108582,32,0.0616621084041439
gnn_exp4,box2838,sdf_2-piezo-graph-5A/unlabeled/box2838-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8925851547718048,32,0.0645627293473655
gnn_exp4,box3062,sdf_2-piezo-graph-5A/unlabeled/box3062-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8422929632663727,51,0.106792670200113
gnn_exp1,box3063,sdf_2-piezo-graph-5A/unlabeled/box3063-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9308367574214936,47,0.0511606943577728
gnn_exp2,box3063,sdf_2-piezo-graph-5A/unlabeled/box3063-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8278657341003418,47,0.1456849263468913
gnn_exp3,box3063,sdf_2-piezo-graph-5A/unlabeled/box3063-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9422910678386688,47,0.055413564914812
gnn_exp4,box3063,sdf_2-piezo-graph-5A/unlabeled/box3063-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9521446740627288,47,0.0575500101584509
gnn_exp5,box3063,sdf_2-piezo-graph-5A/unlabeled/box3063-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.895955218076706,47,0.0819481582678634
gat_exp1,box3066,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3066-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8419435262680054,58,0.0675684483397177
gat_exp3,box3066,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3066-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8834728479385376,58,0.0494012194357942
gat_exp4,box3066,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3066-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8236424088478088,58,0.0689830142951366
gnn_exp1,box3066,sdf_2-piezo-graph-5A/unlabeled/box3066-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8838384008407593,58,0.0980358941528356
gnn_exp2,box3066,sdf_2-piezo-graph-5A/unlabeled/box3066-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8067529755830765,58,0.1404290553795541
gnn_exp3,box3066,sdf_2-piezo-graph-5A/unlabeled/box3066-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9554972505569458,58,0.0293842851785107
gnn_exp4,box3066,sdf_2-piezo-graph-5A/unlabeled/box3066-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9231386780738832,58,0.0667270375809744
gnn_exp5,box3066,sdf_2-piezo-graph-5A/unlabeled/box3066-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8781981658935547,58,0.1008929752085781
gat_exp1,box3067,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3067-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8245344984531403,38,0.0964275933006958
gat_exp3,box3067,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3067-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.9017768561840056,38,0.0651179763635035
gnn_exp1,box3067,sdf_2-piezo-graph-5A/unlabeled/box3067-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8221190130710602,38,0.1103111108992099
gnn_exp2,box3067,sdf_2-piezo-graph-5A/unlabeled/box3067-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8639674949645996,38,0.0810405302566309
gnn_exp3,box3067,sdf_2-piezo-graph-5A/unlabeled/box3067-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8277906942367553,38,0.1175512525592886
gnn_exp5,box3067,sdf_2-piezo-graph-5A/unlabeled/box3067-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8280213850736619,38,0.14052324078258
gat_exp1,box3070,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3070-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.9339667212963104,33,0.0601638554102693
gat_exp2,box3070,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3070-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.9773898208141328,33,0.0215472937432653
gat_exp3,box3070,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3070-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.9600085723400116,33,0.0441171680433682
gat_exp4,box3070,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3070-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.964771194458008,33,0.0353842744277988
gat_exp5,box3070,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3070-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.9738381004333496,33,0.0303701492703514
gnn_exp1,box3070,sdf_2-piezo-graph-5A/unlabeled/box3070-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9242409157752992,33,0.0769766951418006
gnn_exp2,box3070,sdf_2-piezo-graph-5A/unlabeled/box3070-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9448157250881196,33,0.0477393476757825
gnn_exp3,box3070,sdf_2-piezo-graph-5A/unlabeled/box3070-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.966850287914276,33,0.0293740408324002
gnn_exp4,box3070,sdf_2-piezo-graph-5A/unlabeled/box3070-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9767347013950348,33,0.0234657093270715
gnn_exp5,box3070,sdf_2-piezo-graph-5A/unlabeled/box3070-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9225032866001128,33,0.0708224205015808
gat_exp4,box3071,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3071-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.9142752707004548,39,0.1466549949019042
gnn_exp1,box3071,sdf_2-piezo-graph-5A/unlabeled/box3071-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8354321014881134,39,0.1127537015490898
gnn_exp3,box3071,sdf_2-piezo-graph-5A/unlabeled/box3071-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.883360949754715,39,0.0886904257337206
gnn_exp4,box3071,sdf_2-piezo-graph-5A/unlabeled/box3071-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9162262201309204,39,0.0882800430168674
gat_exp4,box3077,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3077-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8300011523067952,37,0.1805993619967588
gnn_exp4,box3077,sdf_2-piezo-graph-5A/unlabeled/box3077-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8154888957738876,37,0.1286288772352616
gat_exp1,box3083,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3083-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8149935674667358,48,0.100144573256433
gat_exp3,box3083,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3083-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8810225045680999,48,0.0696141931989208
gnn_exp1,box3083,sdf_2-piezo-graph-5A/unlabeled/box3083-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.806800229549408,48,0.1196106733345844
gnn_exp5,box3083,sdf_2-piezo-graph-5A/unlabeled/box3083-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.7850921326875686,48,0.1548872688052221
gat_exp4,box3084,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3084-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.839533988237381,52,0.0937489236935066
gnn_exp1,box3084,sdf_2-piezo-graph-5A/unlabeled/box3084-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.952061824798584,52,0.0381489428224146
gnn_exp2,box3084,sdf_2-piezo-graph-5A/unlabeled/box3084-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9363528704643248,52,0.0590412286689063
gnn_exp3,box3084,sdf_2-piezo-graph-5A/unlabeled/box3084-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9731531858444212,52,0.0355782090182382
gnn_exp4,box3084,sdf_2-piezo-graph-5A/unlabeled/box3084-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9927395236492156,52,0.0072289926182822
gnn_exp5,box3084,sdf_2-piezo-graph-5A/unlabeled/box3084-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9349519968032836,52,0.0645670304039646
gnn_exp4,box3086,sdf_2-piezo-graph-5A/unlabeled/box3086-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8167331165075302,44,0.1072261074331475
gnn_exp3,box3087,sdf_2-piezo-graph-5A/unlabeled/box3087-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.888397707939148,41,0.0914433987429578
gnn_exp4,box3087,sdf_2-piezo-graph-5A/unlabeled/box3087-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8962680149078369,41,0.1094297625638422
gnn_exp1,box3098,sdf_2-piezo-graph-5A/unlabeled/box3098-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8023527759313583,49,0.1163781889124558
gnn_exp4,box3098,sdf_2-piezo-graph-5A/unlabeled/box3098-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.7916969722509384,49,0.1586018174631718
gat_exp4,box3099,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3099-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.813902559876442,45,0.1265750228345749
gnn_exp1,box3099,sdf_2-piezo-graph-5A/unlabeled/box3099-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8468301689624786,45,0.1451713994884426
gnn_exp2,box3099,sdf_2-piezo-graph-5A/unlabeled/box3099-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8701295793056488,45,0.1058628619331535
gnn_exp3,box3099,sdf_2-piezo-graph-5A/unlabeled/box3099-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9182243871688844,45,0.0802942471663939
gnn_exp4,box3099,sdf_2-piezo-graph-5A/unlabeled/box3099-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.990406175851822,45,0.0072615998300638
gnn_exp4,box3107,sdf_2-piezo-graph-5A/unlabeled/box3107-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.7787611871957779,52,0.1517795268364171
gat_exp1,box3110,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3110-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8535626685619354,55,0.0693538808362508
gnn_exp1,box3110,sdf_2-piezo-graph-5A/unlabeled/box3110-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9653675758838652,55,0.0292115026736965
gnn_exp2,box3110,sdf_2-piezo-graph-5A/unlabeled/box3110-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9662694978713988,55,0.0338728153634161
gnn_exp3,box3110,sdf_2-piezo-graph-5A/unlabeled/box3110-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9724357283115388,55,0.0205474889088562
gnn_exp4,box3110,sdf_2-piezo-graph-5A/unlabeled/box3110-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9645443558692932,55,0.0187670314011503
gnn_exp5,box3110,sdf_2-piezo-graph-5A/unlabeled/box3110-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.970746293067932,55,0.025535871658482
gnn_exp1,box3112,sdf_2-piezo-graph-5A/unlabeled/box3112-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8636900329589844,50,0.0950930605111019
gnn_exp3,box3112,sdf_2-piezo-graph-5A/unlabeled/box3112-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8376234662532807,50,0.1241201432325389
gnn_exp4,box3112,sdf_2-piezo-graph-5A/unlabeled/box3112-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9261791241168976,50,0.0673358244984329
gnn_exp5,box3112,sdf_2-piezo-graph-5A/unlabeled/box3112-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8677455633878708,50,0.1176473283611068
cnn_exp1,box3116,sdf_2-piezo-grids/unlabeled/box3116-filtered_grid_0.npy,PseudoPositive,PseudoPositive,Positive,0.9990725672245026,42,
cnn_exp2,box3116,sdf_2-piezo-grids/unlabeled/box3116-filtered_grid_0.npy,PseudoPositive,PseudoPositive,Positive,0.999114351272583,42,
cnn_exp3,box3116,sdf_2-piezo-grids/unlabeled/box3116-filtered_grid_0.npy,PseudoPositive,PseudoPositive,Positive,0.9992343711853028,42,
cnn_exp4,box3116,sdf_2-piezo-grids/unlabeled/box3116-filtered_grid_0.npy,PseudoPositive,PseudoPositive,Positive,0.9992548501491548,42,
cnn_exp5,box3116,sdf_2-piezo-grids/unlabeled/box3116-filtered_grid_0.npy,PseudoPositive,PseudoPositive,Positive,0.9986561489105223,42,
gat_exp1,box3116,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3116-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8443933975696564,42,0.1134575585493919
gat_exp2,box3116,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3116-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8628777694702149,42,0.0989297724941483
gat_exp4,box3116,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3116-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8891473627090454,42,0.0911545621501356
gnn_exp1,box3116,sdf_2-piezo-graph-5A/unlabeled/box3116-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9816642332077028,42,0.0132078583317106
gnn_exp2,box3116,sdf_2-piezo-graph-5A/unlabeled/box3116-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9789808225631714,42,0.0189021842611709
gnn_exp3,box3116,sdf_2-piezo-graph-5A/unlabeled/box3116-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9722654819488524,42,0.0337966394151845
gnn_exp4,box3116,sdf_2-piezo-graph-5A/unlabeled/box3116-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9892783379554748,42,0.0088761201304223
gnn_exp5,box3116,sdf_2-piezo-graph-5A/unlabeled/box3116-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9758397090435028,42,0.0235655921769213
gat_exp1,box3117,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3117-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8846000230312348,50,0.0940985032522841
gat_exp2,box3117,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3117-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8560435426235199,50,0.1331880777067684
gat_exp4,box3117,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3117-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.9314264619350432,50,0.0519099327461907
gat_exp5,box3117,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3117-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.9047733736038208,50,0.1014828144027997
gnn_exp1,box3117,sdf_2-piezo-graph-5A/unlabeled/box3117-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8814200049638748,50,0.1030785918460633
gnn_exp2,box3117,sdf_2-piezo-graph-5A/unlabeled/box3117-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.837757214307785,50,0.1192055441651661
gnn_exp3,box3117,sdf_2-piezo-graph-5A/unlabeled/box3117-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8901731568574905,50,0.1001900120643839
gnn_exp4,box3117,sdf_2-piezo-graph-5A/unlabeled/box3117-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9409924364089964,50,0.056365340626967
gnn_exp5,box3117,sdf_2-piezo-graph-5A/unlabeled/box3117-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9214601802825928,50,0.0570884172170628
gnn_exp1,box3122,sdf_2-piezo-graph-5A/unlabeled/box3122-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.771115049123764,46,0.1435600919955434
gnn_exp3,box3122,sdf_2-piezo-graph-5A/unlabeled/box3122-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8837690329551697,46,0.1011499916014696
gnn_exp4,box3122,sdf_2-piezo-graph-5A/unlabeled/box3122-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9252586698532104,46,0.0785546587224816
gnn_exp5,box3122,sdf_2-piezo-graph-5A/unlabeled/box3122-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.7725259268283844,46,0.1589580500985941
gnn_exp1,box3123,sdf_2-piezo-graph-5A/unlabeled/box3123-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8861820775270463,53,0.1198637859492923
gnn_exp2,box3123,sdf_2-piezo-graph-5A/unlabeled/box3123-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8399196422100067,53,0.1364454194941277
gnn_exp3,box3123,sdf_2-piezo-graph-5A/unlabeled/box3123-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9394957411289216,53,0.06316810582111
gnn_exp4,box3123,sdf_2-piezo-graph-5A/unlabeled/box3123-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.956708483695984,53,0.0415615958644824
gnn_exp1,box3125,sdf_2-piezo-graph-5A/unlabeled/box3125-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8735150849819183,58,0.0948335644551995
gnn_exp3,box3125,sdf_2-piezo-graph-5A/unlabeled/box3125-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8173597949743271,58,0.1838190090005796
cnn_exp1,box3133,sdf_2-piezo-grids/unlabeled/box3133-filtered_grid_0.npy,PseudoPositive,PseudoPositive,Positive,0.998894909620285,18,
cnn_exp2,box3133,sdf_2-piezo-grids/unlabeled/box3133-filtered_grid_0.npy,PseudoPositive,PseudoPositive,Positive,0.9989228677749634,18,
cnn_exp3,box3133,sdf_2-piezo-grids/unlabeled/box3133-filtered_grid_0.npy,PseudoPositive,PseudoPositive,Positive,0.9990652704238892,18,
cnn_exp4,box3133,sdf_2-piezo-grids/unlabeled/box3133-filtered_grid_0.npy,PseudoPositive,PseudoPositive,Positive,0.9990541684627532,18,
cnn_exp5,box3133,sdf_2-piezo-grids/unlabeled/box3133-filtered_grid_0.npy,PseudoPositive,PseudoPositive,Positive,0.9984811544418336,18,
gat_exp1,box3133,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3133-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.9198491686582564,18,0.1380885057966888
gat_exp2,box3133,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3133-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.9010466384887696,18,0.1043795829188749
gat_exp3,box3133,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3133-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.9174931526184082,18,0.0878828513316461
gnn_exp1,box3133,sdf_2-piezo-graph-5A/unlabeled/box3133-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8196776366233826,18,0.0949577668394326
gnn_exp4,box3133,sdf_2-piezo-graph-5A/unlabeled/box3133-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.7700783842802048,18,0.1527418446124048
gnn_exp1,box3138,sdf_2-piezo-graph-5A/unlabeled/box3138-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.7753016400337219,43,0.1314583672569651
gat_exp3,box3279,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3279-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8977499842643738,38,0.0780320222109373
gat_exp3,box3280,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3280-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.935989043712616,40,0.0618041231514784
gat_exp4,box3280,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3280-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.7998314082622529,40,0.1710440619536621
gcn_exp1,box3294,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3294-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8039608779549599,44,0.195928614757896
gcn_exp4,box3294,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3294-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8573072457313538,44,0.1241643087971932
gcn_exp5,box3294,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3294-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8474810183048248,44,0.1446557781386803
gnn_exp1,box3294,sdf_2-piezo-graph-5A/unlabeled/box3294-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8705381405353546,44,0.0833931900835707
gnn_exp2,box3294,sdf_2-piezo-graph-5A/unlabeled/box3294-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8815187168121338,44,0.0751631677553529
gnn_exp3,box3294,sdf_2-piezo-graph-5A/unlabeled/box3294-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8638950037956238,44,0.1132862199912536
gnn_exp4,box3294,sdf_2-piezo-graph-5A/unlabeled/box3294-filtered_combined_matrix.npy,StrongPositive,StrongPositive,Positive,0.9703640627861024,44,0.0258501383702089
gnn_exp5,box3294,sdf_2-piezo-graph-5A/unlabeled/box3294-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.9111664962768554,44,0.0661599970115157
gnn_exp1,box3308,sdf_2-piezo-graph-5A/unlabeled/box3308-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8636624050140381,36,0.083137869923238
gnn_exp4,box3308,sdf_2-piezo-graph-5A/unlabeled/box3308-filtered_combined_matrix.npy,PseudoPositive,StrongPositive,Positive,0.8541263175010682,36,0.1173423059544748
gnn_exp5,box3308,sdf_2-piezo-graph-5A/unlabeled/box3308-filtered_combined_matrix.npy,PseudoPositive,PseudoPositive,Positive,0.8096545898914337,36,0.1185228215424953
gat_exp1,box3309,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3309-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.90805428981781,31,0.0733203207950176
gat_exp2,box3309,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3309-filtered_graphs.npy,PseudoPositive,PseudoPositive,Positive,0.8703605008125305,31,0.104756676407876
gat_exp3,box3309,sdf_2-piezo-sdf_2-graphs-5A/unlabeled/box3309-filtered_graphs.npy,PseudoPositive,StrongPositive,Positive,0.9250254607200624,31,0.049069570377522
