source,canonical_id,original_id,percentile_label,average_score,score_std,number_atoms
gnn_exp1,box4475,sdf_2-piezo-graph-5A/unlabeled/box4475-filtered_combined_matrix.npy,StrongPositive,0.901826800107956,0.0729551858554935,51
gnn_exp1,box4483,sdf_2-piezo-graph-5A/unlabeled/box4483-filtered_combined_matrix.npy,StrongPositive,0.8500863093137742,0.1235987622068653,52
gnn_exp1,box4487,sdf_2-piezo-graph-5A/unlabeled/box4487-filtered_combined_matrix.npy,StrongPositive,0.8780858135223388,0.1006476613350769,39
gnn_exp3,box4491,sdf_2-piezo-graph-5A/unlabeled/box4491-filtered_combined_matrix.npy,StrongPositive,0.8701184523105622,0.0894855382443448,44
gnn_exp1,box4498,sdf_2-piezo-graph-5A/unlabeled/box4498-filtered_combined_matrix.npy,StrongPositive,0.933579761981964,0.0701012768118401,44
gnn_exp1,box4514,sdf_2-piezo-graph-5A/unlabeled/box4514-filtered_combined_matrix.npy,StrongPositive,0.9237411296367646,0.0759986835968592,52
gnn_exp4,box4517,sdf_2-piezo-graph-5A/unlabeled/box4517-filtered_combined_matrix.npy,StrongPositive,0.8959860455989838,0.0716464754527283,53
gnn_exp1,box4522,sdf_2-piezo-graph-5A/unlabeled/box4522-filtered_combined_matrix.npy,StrongPositive,0.9410148251056673,0.0659196192868296,48
gnn_exp1,box4529,sdf_2-piezo-graph-5A/unlabeled/box4529-filtered_combined_matrix.npy,StrongPositive,0.8898962795734405,0.0989602341442147,50
gnn_exp1,box4530,sdf_2-piezo-graph-5A/unlabeled/box4530-filtered_combined_matrix.npy,StrongPositive,0.9568178224563598,0.0324055849785515,29
gnn_exp1,box4545,sdf_2-piezo-graph-5A/unlabeled/box4545-filtered_combined_matrix.npy,StrongPositive,0.8487420761585236,0.1015111139699502,52
gnn_exp1,box4563,sdf_2-piezo-graph-5A/unlabeled/box4563-filtered_combined_matrix.npy,StrongPositive,0.8312078779935836,0.1433729674582015,53
gnn_exp1,box4565,sdf_2-piezo-graph-5A/unlabeled/box4565-filtered_combined_matrix.npy,StrongPositive,0.880707077383995,0.1089494459613845,66
gnn_exp1,box4566,sdf_2-piezo-graph-5A/unlabeled/box4566-filtered_combined_matrix.npy,StrongPositive,0.8887658715248108,0.0734096145737214,43
gnn_exp1,box4567,sdf_2-piezo-graph-5A/unlabeled/box4567-filtered_combined_matrix.npy,StrongPositive,0.8806500744819641,0.1040585273875419,48
gnn_exp3,box4571,sdf_2-piezo-graph-5A/unlabeled/box4571-filtered_combined_matrix.npy,StrongPositive,0.8569155329465866,0.1210059909026475,56
gnn_exp1,box4573,sdf_2-piezo-graph-5A/unlabeled/box4573-filtered_combined_matrix.npy,StrongPositive,0.8984345626831055,0.0901537987562944,48
gnn_exp4,box4584,sdf_2-piezo-graph-5A/unlabeled/box4584-filtered_combined_matrix.npy,StrongPositive,0.866585755944252,0.1131966712392373,46
