model,filename,percentile_label,overlap,protein_id
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9CDD-f4_graphs.npy,StrongNegative,0.14,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9CDE-f2-positive_graphs.npy,StrongNegative,0.306,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9CIA-f4_graphs.npy,PseudoPositive,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9CIA-f5_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9CUI-f1_graphs.npy,PseudoNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9CUI-f5_graphs.npy,PseudoPositive,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9D3G-f2_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9D3G-f4_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DBK-f1_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DBM-f4_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DBM-f5_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DNW-f1_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DNW-f2_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DNX-f3-positive_graphs.npy,StrongNegative,0.25,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DNY-f1_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DNY-f3_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DNZ-f1_graphs.npy,StrongNegative,0.095,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DNZ-f2-positive_graphs.npy,StrongNegative,0.266,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DNZ-f3-positive_graphs.npy,StrongNegative,0.25,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DO0-f2_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DVJ-f4_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DVK-f3_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DVL-f4_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DVM-f1_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DVM-f2_graphs.npy,StrongNegative,0.13,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DVN-f5_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9DW9-f4_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9EUO-f1_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9EUP-f2-positive_graphs.npy,PseudoPositive,0.23,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9EUP-f3-positive_graphs.npy,StrongNegative,0.328,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9F41-f1_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9GE2-f1-positive_graphs.npy,StrongNegative,0.294,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9GYO-f1-positive_graphs.npy,PseudoPositive,0.265,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9GYO-f3_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9GYO-f4_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9IJ9-f1_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9IJA-f4_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9IMA-f1-positive_graphs.npy,StrongNegative,0.212,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9IMA-f3-positive_graphs.npy,StrongNegative,0.273,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9IMA-f4_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9INE-f5_graphs.npy,StrongNegative,0.129,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9INF-f3_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9ITE-f1-positive_graphs.npy,StrongNegative,0.243,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9ITE-f2_graphs.npy,PseudoPositive,0.03,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9ITG-f5_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9J7M-f4_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9J7M-f5-positive_graphs.npy,StrongNegative,0.217,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9J7N-f1_graphs.npy,StrongNegative,0.113,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9J7N-f2_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9J7N-f4-positive_graphs.npy,PseudoPositive,0.28,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9J7O-f3_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9J7O-f4_graphs.npy,StrongNegative,0.037,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9J7O-f5_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9J8D-f1_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9J8D-f5_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9J97-f3_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9K1D-f1-positive_graphs.npy,PseudoNegative,0.553,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9K1D-f2-positive_graphs.npy,StrongNegative,0.308,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9K1D-f3_graphs.npy,StrongNegative,0.0,
Chol-GAT,../../../Data/SplitData/Cholesterol/cholesterol-separate-graphs-5A_exp1/Test/CombinedUnlabeled/9K7B-f2_graphs.npy,StrongNegative,0.0,
Chol-3DCNN,,StrongNegative,0.0,1ZHY-f3
Chol-3DCNN,,PseudoPositive,0.34,2RH1-f2
Chol-3DCNN,,StrongPositive,0.238,2RH1-f3
Chol-3DCNN,,StrongNegative,0.278,2ZXE-f1
Chol-3DCNN,,StrongNegative,0.255,3A3Y-f1
Chol-3DCNN,,StrongNegative,0.0,3GKI-f5
Chol-3DCNN,,StrongNegative,0.186,3NY8-f1
Chol-3DCNN,,StrongNegative,0.167,3NY9-f2
Chol-3DCNN,,StrongNegative,0.0,3NYA-f5
Chol-3DCNN,,PseudoNegative,0.326,3WGU-f1
Chol-3DCNN,,PseudoNegative,0.208,3WGU-f2
Chol-3DCNN,,PseudoPositive,0.292,3WGU-f3
Chol-3DCNN,,StrongNegative,0.333,3WGV-f1
Chol-3DCNN,,StrongNegative,0.0,3WGV-f3
Chol-3DCNN,,StrongNegative,0.246,3WGV-f4
Chol-3DCNN,,StrongNegative,0.0,4BQU-f2
Chol-3DCNN,,StrongNegative,0.0,4BQU-f4
Chol-3DCNN,,StrongNegative,0.0,4DKL-f3
Chol-3DCNN,,StrongNegative,0.0,4EIY-f4
Chol-3DCNN,,StrongNegative,0.0,4HYT-f1
Chol-3DCNN,,StrongNegative,0.0,4HYT-f2
Chol-3DCNN,,StrongNegative,0.0,4HYT-f3
Chol-3DCNN,,PseudoPositive,0.225,4M48-f4
Chol-3DCNN,,StrongNegative,0.2,4NTJ-f4
Chol-3DCNN,,StrongPositive,0.2,4PXZ-f1
Chol-3DCNN,,StrongNegative,0.108,4PXZ-f5
Chol-3DCNN,,StrongNegative,0.277,4XNU-f1
Chol-3DCNN,,StrongNegative,0.071,4XNU-f5
Chol-3DCNN,,StrongNegative,0.164,4XNV-f2
Chol-3DCNN,,StrongNegative,0.0,4XNX-f3
Chol-3DCNN,,StrongNegative,0.25,4XP1-f1
Chol-3DCNN,,StrongNegative,0.261,4XP4-f1
Chol-3DCNN,,StrongNegative,0.269,4XP5-f1
Chol-3DCNN,,StrongNegative,0.0,4XP5-f3
Chol-3DCNN,,StrongNegative,0.255,4XP9-f1
Chol-3DCNN,,StrongNegative,0.286,4XPA-f1
Chol-3DCNN,,StrongNegative,0.0,4XPA-f5
Chol-3DCNN,,StrongNegative,0.302,4XPB-f1
Chol-3DCNN,,StrongNegative,0.0,4XPB-f2
Chol-3DCNN,,StrongNegative,0.227,4XPF-f1
Chol-3DCNN,,StrongNegative,0.0,4XPF-f2
Chol-3DCNN,,StrongNegative,0.262,4XPG-f1
Chol-3DCNN,,StrongNegative,0.239,4XPH-f1
Chol-3DCNN,,StrongNegative,0.0,4XT1-f4
Chol-3DCNN,,StrongNegative,0.236,5AVQ-f1
Chol-3DCNN,,StrongNegative,0.0,5AVQ-f4
Chol-3DCNN,,StrongNegative,0.0,5AVR-f1
Chol-3DCNN,,StrongNegative,0.214,5AVR-f5
Chol-3DCNN,,StrongNegative,0.0,5AVT-f1
Chol-3DCNN,,StrongNegative,0.203,5AVT-f2
Chol-3DCNN,,PseudoNegative,0.286,5AVU-f1
Chol-3DCNN,,PseudoNegative,0.119,5AVU-f3
Chol-3DCNN,,PseudoNegative,0.237,5AVV-f1
Chol-3DCNN,,PseudoNegative,0.24,5AVV-f4
Chol-3DCNN,,PseudoNegative,0.278,5AVW-f1
Chol-3DCNN,,StrongNegative,0.274,5AVX-f1
Chol-3DCNN,,PseudoNegative,0.262,5AVY-f1
Chol-3DCNN,,PseudoNegative,0.245,5AVY-f2
Chol-3DCNN,,PseudoNegative,0.24,5AVZ-f1
Chol-3DCNN,,PseudoNegative,0.255,5AVZ-f2
Chol-3DCNN,,StrongNegative,0.214,5AW0-f1
Chol-3DCNN,,StrongNegative,0.0,5AW0-f4
Chol-3DCNN,,PseudoNegative,0.226,5AW1-f1
Chol-3DCNN,,StrongNegative,0.0,5AW1-f5
Chol-3DCNN,,PseudoPositive,0.254,5AW2-f1
Chol-3DCNN,,PseudoNegative,0.24,5AW2-f2
Chol-3DCNN,,PseudoPositive,0.222,5AW3-f1
Chol-3DCNN,,StrongNegative,0.26,5AW4-f1
Chol-3DCNN,,StrongNegative,0.232,5AW5-f1
Chol-3DCNN,,StrongNegative,0.214,5AW7-f1
Chol-3DCNN,,PseudoNegative,0.237,5AW7-f2
Chol-3DCNN,,StrongNegative,0.236,5AW8-f1
Chol-3DCNN,,StrongNegative,0.0,5AW8-f5
Chol-3DCNN,,PseudoNegative,0.2,5AW9-f1
Chol-3DCNN,,StrongNegative,0.254,5AW9-f4
Chol-3DCNN,,StrongPositive,0.25,5D5A-f3
Chol-3DCNN,,StrongNegative,0.22,5D5A-f5
Chol-3DCNN,,StrongPositive,0.267,5D6L-f2
Chol-3DCNN,,PseudoNegative,0.296,5D6L-f4
Chol-3DCNN,,StrongNegative,0.0,5I6X-f4
Chol-3DCNN,,StrongNegative,0.0,5I71-f5
Chol-3DCNN,,StrongNegative,0.0,5I73-f1
Chol-3DCNN,,StrongNegative,0.0,5I75-f3
Chol-3DCNN,,StrongNegative,0.031,5IU7-f4
Chol-3DCNN,,StrongNegative,0.0,5IUA-f1
Chol-3DCNN,,StrongPositive,0.129,5IUA-f3
Chol-3DCNN,,StrongNegative,0.0,5JTB-f1
Chol-3DCNN,,StrongNegative,0.222,5JTB-f2
Chol-3DCNN,,StrongNegative,0.238,5K2A-f1
Chol-3DCNN,,StrongNegative,0.0,5K2B-f2
Chol-3DCNN,,StrongNegative,0.0,5K2C-f5
Chol-3DCNN,,StrongNegative,0.0,5L7D-f3
Chol-3DCNN,,StrongNegative,0.0,5MZJ-f2
Chol-3DCNN,,StrongNegative,0.302,5MZP-f1
Chol-3DCNN,,StrongNegative,0.205,5MZP-f2
Chol-3DCNN,,StrongNegative,0.213,5N2R-f3
Chol-3DCNN,,PseudoNegative,0.366,5NLX-f3
Chol-3DCNN,,StrongNegative,0.0,5NLX-f4
Chol-3DCNN,,StrongNegative,0.0,5NM2-f1
Chol-3DCNN,,StrongNegative,0.0,5NM2-f3
Chol-3DCNN,,StrongNegative,0.0,5NM2-f5
Chol-3DCNN,,StrongNegative,0.306,5NM4-f3
Chol-3DCNN,,StrongNegative,0.0,5OLG-f4
Chol-3DCNN,,StrongNegative,0.0,5OLH-f1
Chol-3DCNN,,StrongPositive,0.25,5OLO-f2
Chol-3DCNN,,StrongNegative,0.255,5OLV-f1
Chol-3DCNN,,StrongNegative,0.283,5OLZ-f1
Chol-3DCNN,,StrongPositive,0.3,5OLZ-f3
Chol-3DCNN,,StrongNegative,0.205,5OLZ-f5
Chol-3DCNN,,StrongNegative,0.0,5OM1-f3
Chol-3DCNN,,StrongNegative,0.042,5OM1-f4
Chol-3DCNN,,StrongPositive,0.278,5OM1-f5
Chol-3DCNN,,StrongPositive,0.067,5OM4-f1
Chol-3DCNN,,StrongNegative,0.0,5OM4-f5
Chol-3DCNN,,StrongNegative,0.0,5TVN-f1
Chol-3DCNN,,StrongNegative,0.0,5UPH-f1
Chol-3DCNN,,StrongNegative,0.0,5UPH-f4
Chol-3DCNN,,StrongNegative,0.0,5WVR-f1
Chol-3DCNN,,StrongNegative,0.0,5X7D-f4
Chol-3DCNN,,StrongNegative,0.014,5X93-f1
Chol-3DCNN,,StrongNegative,0.0,5XR8-f4
Chol-3DCNN,,StrongNegative,0.073,5XRA-f1
Chol-3DCNN,,StrongNegative,0.0,5ZM5-f4
Chol-3DCNN,,StrongNegative,0.0,5ZM7-f3
Chol-3DCNN,,StrongNegative,0.0,6A15-f1
Chol-3DCNN,,StrongNegative,0.0,6A15-f3
Chol-3DCNN,,StrongNegative,0.107,6A93-f4
Chol-3DCNN,,StrongNegative,0.255,6AQF-f2
Chol-3DCNN,,StrongNegative,0.0,6B73-f2
Chol-3DCNN,,StrongPositive,0.37,6BHU-f3
Chol-3DCNN,,PseudoNegative,0.348,6BHU-f4
Chol-3DCNN,,StrongNegative,0.0,6CO7-f2
Chol-3DCNN,,StrongNegative,0.0,6CO7-f3
Chol-3DCNN,,StrongNegative,0.0,6DRX-f1
Chol-3DCNN,,StrongNegative,0.0,6DRY-f3
Chol-3DCNN,,StrongNegative,0.0,6GT3-f2
Chol-3DCNN,,StrongNegative,0.135,6GYH-f2
Chol-3DCNN,,StrongNegative,0.0,6IBB-f5
Chol-3DCNN,,StrongNegative,0.257,6IDF-f5
Chol-3DCNN,,StrongNegative,0.079,6IIV-f1
Chol-3DCNN,,StrongNegative,0.355,6IIV-f5
Chol-3DCNN,,StrongPositive,0.237,6JMQ-f4
Chol-3DCNN,,StrongNegative,0.2,6JXH-f1
Chol-3DCNN,,StrongNegative,0.0,6JXH-f5
Chol-3DCNN,,PseudoNegative,0.318,6JXI-f2
Chol-3DCNN,,StrongNegative,0.0,6JXI-f4
Chol-3DCNN,,StrongNegative,0.0,6JXJ-f4
Chol-3DCNN,,StrongNegative,0.0,6JZH-f2
Chol-3DCNN,,StrongNegative,0.079,6JZH-f3
Chol-3DCNN,,StrongNegative,0.0,6KUW-f1
Chol-3DCNN,,StrongNegative,0.083,6KUW-f5
Chol-3DCNN,,StrongNegative,0.0,6LFO-f3
Chol-3DCNN,,StrongNegative,0.0,6LPK-f1
Chol-3DCNN,,StrongNegative,0.047,6LPL-f5
Chol-3DCNN,,StrongNegative,0.0,6LR4-f3
Chol-3DCNN,,StrongNegative,0.154,6LW5-f1
Chol-3DCNN,,StrongNegative,0.372,6M0Z-f1
Chol-3DCNN,,StrongNegative,0.0,6M0Z-f3
Chol-3DCNN,,StrongNegative,0.0,6M0Z-f5
Chol-3DCNN,,PseudoPositive,0.278,6M2R-f1
Chol-3DCNN,,StrongNegative,0.0,6M2R-f5
Chol-3DCNN,,PseudoPositive,0.222,6M38-f3
Chol-3DCNN,,StrongNegative,0.289,6M47-f1
Chol-3DCNN,,StrongNegative,0.0,6M47-f4
Chol-3DCNN,,StrongNegative,0.0,6MSM-f2
Chol-3DCNN,,StrongNegative,0.0,6MSM-f3
Chol-3DCNN,,StrongNegative,0.0,6MSM-f4
Chol-3DCNN,,StrongNegative,0.0,6N4B-f5
Chol-3DCNN,,PseudoPositive,0.259,6NBF-f2
Chol-3DCNN,,StrongNegative,0.0,6O1V-f1
Chol-3DCNN,,StrongNegative,0.0,6OBA-f1
Chol-3DCNN,,StrongNegative,0.0,6OBA-f4
Chol-3DCNN,,StrongNegative,0.212,6OMM-f3
Chol-3DCNN,,StrongNegative,0.0,6OS1-f2
Chol-3DCNN,,StrongNegative,0.387,6OS2-f3
Chol-3DCNN,,PseudoPositive,0.393,6OS2-f4
Chol-3DCNN,,StrongNegative,0.0,6PB0-f1
Chol-3DCNN,,StrongNegative,0.0,6PEQ-f2
Chol-3DCNN,,StrongNegative,0.0,6PEQ-f3
Chol-3DCNN,,StrongNegative,0.0,6PEQ-f5
Chol-3DCNN,,StrongNegative,0.13,6PRZ-f3
Chol-3DCNN,,StrongNegative,0.0,6PRZ-f4
Chol-3DCNN,,StrongNegative,0.0,6PS0-f4
Chol-3DCNN,,StrongNegative,0.0,6PS1-f2
Chol-3DCNN,,StrongNegative,0.0,6PS1-f5
Chol-3DCNN,,StrongNegative,0.345,6PS3-f3
Chol-3DCNN,,StrongNegative,0.0,6PS3-f5
Chol-3DCNN,,StrongNegative,0.0,6PS4-f3
Chol-3DCNN,,StrongNegative,0.0,6PS7-f4
Chol-3DCNN,,StrongNegative,0.0,6PS7-f5
Chol-3DCNN,,StrongNegative,0.0,6PT2-f2
Chol-3DCNN,,StrongNegative,0.0,6RZ6-f2
Chol-3DCNN,,StrongNegative,0.0,6RZ6-f3
Chol-3DCNN,,StrongNegative,0.0,6RZ6-f4
Chol-3DCNN,,StrongNegative,0.122,6RZ7-f5
Chol-3DCNN,,StrongNegative,0.0,6RZ9-f1
Chol-3DCNN,,StrongNegative,0.0,6S0L-f1
Chol-3DCNN,,PseudoNegative,0.278,6S0L-f4
Chol-3DCNN,,StrongNegative,0.0,6S0L-f5
Chol-3DCNN,,StrongNegative,0.0,6S0Q-f1
Chol-3DCNN,,StrongNegative,0.0,6S0Q-f5
Chol-3DCNN,,StrongNegative,0.0,6T4I-f1
Chol-3DCNN,,StrongNegative,0.188,6T4I-f3
Chol-3DCNN,,StrongNegative,0.0,6T9N-f5
Chol-3DCNN,,StrongNegative,0.0,6T9O-f3
Chol-3DCNN,,StrongNegative,0.0,6T9O-f4
Chol-3DCNN,,StrongNegative,0.0,6TLQ-f1
Chol-3DCNN,,PseudoNegative,0.4,6TPK-f1
Chol-3DCNN,,StrongNegative,0.0,6TPK-f2
Chol-3DCNN,,StrongNegative,0.0,6UCB-f5
Chol-3DCNN,,StrongNegative,0.226,6UD4-f5
Chol-3DCNN,,StrongNegative,0.22,6UY0-f4
Chol-3DCNN,,StrongNegative,0.0,6V22-f5
Chol-3DCNN,,StrongNegative,0.0,6VI4-f1
Chol-3DCNN,,StrongNegative,0.0,6VI4-f4
Chol-3DCNN,,StrongNegative,0.0,6W5S-f2
Chol-3DCNN,,StrongNegative,0.0,6WBF-f5
Chol-3DCNN,,StrongNegative,0.0,6WBG-f3
Chol-3DCNN,,StrongNegative,0.0,6WBN-f3
Chol-3DCNN,,StrongNegative,0.0,6WH4-f3
Chol-3DCNN,,StrongNegative,0.0,6WH4-f4
Chol-3DCNN,,StrongNegative,0.0,6WH4-f5
Chol-3DCNN,,StrongPositive,0.0,6WIV-f5
Chol-3DCNN,,StrongNegative,0.0,6WM2-f2
Chol-3DCNN,,PseudoNegative,0.227,6WQA-f1
Chol-3DCNN,,PseudoNegative,0.273,6ZDR-f1
Chol-3DCNN,,PseudoNegative,0.286,6ZDV-f4
Chol-3DCNN,,PseudoPositive,0.429,7BU7-f5
Chol-3DCNN,,PseudoNegative,0.261,7BVQ-f1
Chol-3DCNN,,StrongNegative,0.0,7BVQ-f4
Chol-3DCNN,,StrongNegative,0.0,7C9I-f2
Chol-3DCNN,,StrongNegative,0.0,7CFN-f2
Chol-3DCNN,,StrongNegative,0.0,7CKW-f2
Chol-3DCNN,,PseudoPositive,0.256,7CKW-f3
Chol-3DCNN,,StrongPositive,0.256,7CKW-f5
Chol-3DCNN,,PseudoNegative,0.359,7CKY-f3
Chol-3DCNN,,StrongNegative,0.286,7CKZ-f3
Chol-3DCNN,,StrongNegative,0.0,7CU3-f4
Chol-3DCNN,,StrongNegative,0.0,7CU3-f5
Chol-3DCNN,,StrongNegative,0.2,7CZ5-f1
Chol-3DCNN,,StrongNegative,0.25,7CZ5-f3
Chol-3DCNN,,PseudoPositive,0.333,7CZ5-f4
Chol-3DCNN,,StrongNegative,0.0,7D76-f3
Chol-3DCNN,,StrongNegative,0.0,7D77-f5
Chol-3DCNN,,StrongNegative,0.241,7D91-f1
Chol-3DCNN,,StrongNegative,0.0,7D91-f5
Chol-3DCNN,,PseudoNegative,0.12,7DDH-f2
Chol-3DCNN,,StrongNegative,0.0,7DDH-f4
Chol-3DCNN,,StrongNegative,0.0,7DF8-f3
Chol-3DCNN,,StrongNegative,0.182,7DFW-f4
Chol-3DCNN,,StrongNegative,0.0,7DUR-f1
Chol-3DCNN,,StrongNegative,0.082,7DW9-f2
Chol-3DCNN,,StrongNegative,0.0,7DW9-f3
Chol-3DCNN,,StrongNegative,0.0,7DW9-f4
Chol-3DCNN,,PseudoNegative,0.0,7E14-f2
Chol-3DCNN,,StrongNegative,0.0,7E2X-f1
Chol-3DCNN,,StrongNegative,0.0,7E2Y-f1
Chol-3DCNN,,StrongNegative,0.0,7E2Y-f2
Chol-3DCNN,,StrongNegative,0.0,7EJX-f1
Chol-3DCNN,,StrongNegative,0.077,7EJX-f2
Chol-3DCNN,,StrongPositive,0.294,7EJX-f3
Chol-3DCNN,,StrongNegative,0.0,7EKI-f1
Chol-3DCNN,,StrongNegative,0.0,7EKP-f2
Chol-3DCNN,,StrongNegative,0.0,7EKP-f3
Chol-3DCNN,,StrongNegative,0.0,7EKT-f3
Chol-3DCNN,,StrongNegative,0.0,7ET1-f2
Chol-3DCNN,,StrongNegative,0.0,7EVM-f2
Chol-3DCNN,,StrongNegative,0.208,7F16-f4
Chol-3DCNN,,StrongNegative,0.254,7F61-f4
Chol-3DCNN,,StrongNegative,0.022,7F61-f5
Chol-3DCNN,,StrongNegative,0.0,7F6G-f3
Chol-3DCNN,,StrongPositive,0.176,7F6G-f4
Chol-3DCNN,,StrongPositive,0.205,7F6G-f5
Chol-3DCNN,,StrongNegative,0.0,7F6H-f1
Chol-3DCNN,,StrongNegative,0.0,7F6I-f1
Chol-3DCNN,,StrongNegative,0.0,7F6I-f2
Chol-3DCNN,,StrongNegative,0.2,7F9Y-f1
Chol-3DCNN,,StrongNegative,0.39,7F9Y-f2
Chol-3DCNN,,StrongNegative,0.0,7FEE-f1
Chol-3DCNN,,PseudoNegative,0.286,7FEE-f2
Chol-3DCNN,,StrongPositive,0.242,7FEE-f5
Chol-3DCNN,,StrongNegative,0.1,7FIN-f2
Chol-3DCNN,,StrongNegative,0.0,7FJD-f5
Chol-3DCNN,,StrongNegative,0.21,7JV5-f1
Chol-3DCNN,,StrongNegative,0.0,7KY7-f5
Chol-3DCNN,,StrongNegative,0.262,7LFT-f1
Chol-3DCNN,,StrongNegative,0.315,7LFT-f3
Chol-3DCNN,,StrongNegative,0.315,7LFT-f4
